era,definition,first_principal,last_prior_principal,index_role,patients
2021-2024,autismo_F840,T360,T360,solo_secundario,1
2021-2024,autismo_F840,R590,L048,solo_secundario,1
2021-2024,autismo_F840,T292,T242,solo_secundario,1
2021-2024,autismo_F840,R590,R590,solo_secundario,1
2021-2024,autismo_F840,R628,R628,solo_secundario,1
2021-2024,autismo_F840,R631,N47,solo_secundario,1
2021-2024,autismo_F840,T233,T233,solo_secundario,1
2021-2024,autismo_F840,T232,T232,solo_secundario,1
2021-2024,autismo_F840,T232,J205,solo_secundario,1
2021-2024,autismo_F840,S009,J069,solo_secundario,1
2021-2024,autismo_F840,T220,T748,solo_secundario,1
2021-2024,autismo_F840,S017,S017,solo_secundario,1
2021-2024,autismo_F840,S018,S018,solo_secundario,1
2021-2024,autismo_F840,S0210,G408,solo_secundario,1
2021-2024,autismo_F840,S0210,J450,solo_secundario,1
2021-2024,autismo_F840,S0210,S0210,solo_secundario,1
2021-2024,autismo_F840,S0221,S0221,solo_secundario,1
2021-2024,autismo_F840,T393,F438,solo_secundario,1
2021-2024,autismo_F840,R560,J204,solo_secundario,1
2021-2024,autismo_F840,Q250,J206,solo_secundario,1
2021-2024,autismo_F840,R560,J158,solo_secundario,1
2021-2024,autismo_F840,T424,F949,solo_secundario,1
2021-2024,autismo_F840,R11,T850,solo_secundario,1
2021-2024,autismo_F840,T424,F322,solo_secundario,1
2021-2024,autismo_F840,R13,J123,solo_secundario,1
2021-2024,autismo_F840,R13,R13,solo_secundario,1
2021-2024,autismo_F840,R161,R161,solo_secundario,1
2021-2024,autismo_F840,R17,G919,solo_secundario,1
2021-2024,autismo_F840,R230,R230,solo_secundario,1
2021-2024,autismo_F840,R268,R268,solo_secundario,1
2021-2024,autismo_F840,R270,K529,solo_secundario,1
2021-2024,autismo_F840,R42,R42,solo_secundario,1
2021-2024,autismo_F840,R451,F841,principal,1
2021-2024,autismo_F840,R451,R451,principal,1
2021-2024,autismo_F840,T421,T421,solo_secundario,1
2021-2024,autismo_F840,R451,R451,solo_secundario,1
2021-2024,autismo_F840,T402,T402,solo_secundario,1
2021-2024,autismo_F840,R451,Z046,solo_secundario,1
2021-2024,autismo_F840,T394,T394,solo_secundario,1
2021-2024,autismo_F840,R463,R463,principal,1
2021-2024,autismo_F840,R509,D761,solo_secundario,1
2021-2024,autismo_F840,R509,J121,solo_secundario,1
2021-2024,autismo_F840,R509,K918,solo_secundario,1
2021-2024,autismo_F840,T393,T393,solo_secundario,1
2021-2024,autismo_F840,R51,R51,solo_secundario,1
2021-2024,autismo_F840,R560,B340,solo_secundario,1
2021-2024,autismo_F840,R560,G409,solo_secundario,1
2021-2024,autismo_F840,T393,T393,principal,1
2021-2024,autismo_F840,T393,F500,solo_secundario,1
2021-2024,autismo_F840,R560,J00,solo_secundario,1
2021-2024,autismo_F840,S0231,Z470,solo_secundario,1
2021-2024,autismo_F840,S0270,S0270,solo_secundario,1
2021-2024,autismo_F840,S051,S051,solo_secundario,1
2021-2024,autismo_F840,S053,S053,solo_secundario,1
2021-2024,autismo_F840,S519,F322,solo_secundario,1
2021-2024,autismo_F840,S519,F603,solo_secundario,1
2021-2024,autismo_F840,S519,F849,solo_secundario,1
2021-2024,autismo_F840,S519,S501,solo_secundario,1
2021-2024,autismo_F840,S9250,S9250,solo_secundario,1
2021-2024,autismo_F840,S910,S910,principal,1
2021-2024,autismo_F840,S5200,S5200,solo_secundario,1
2021-2024,autismo_F840,S8280,Z518,solo_secundario,1
2021-2024,autismo_F840,S5231,S5231,solo_secundario,1
2021-2024,autismo_F840,S8280,Q401,solo_secundario,1
2021-2024,autismo_F840,S5240,Z470,solo_secundario,1
2021-2024,autismo_F840,S5250,S5241,solo_secundario,1
2021-2024,autismo_F840,S5250,S5250,principal,1
2021-2024,autismo_F840,S8240,S8240,solo_secundario,1
2021-2024,autismo_F840,S5250,S5280,solo_secundario,1
2021-2024,autismo_F840,S8210,S8210,solo_secundario,1
2021-2024,autismo_F840,S7290,S7290,solo_secundario,1
2021-2024,autismo_F840,S5260,T842,solo_secundario,1
2021-2024,autismo_F840,S7230,Z470,solo_secundario,1
2021-2024,autismo_F840,S5270,Z470,solo_secundario,1
2021-2024,autismo_F840,S5280,Z470,solo_secundario,1
2021-2024,autismo_F840,S562,S562,solo_secundario,1
2021-2024,autismo_F840,S610,E722,solo_secundario,1
2021-2024,autismo_F840,S618,F609,solo_secundario,1
2021-2024,autismo_F840,S618,S618,solo_secundario,1
2021-2024,autismo_F840,S619,S619,solo_secundario,1
2021-2024,autismo_F840,S6251,S6251,solo_secundario,1
2021-2024,autismo_F840,S6260,S6260,solo_secundario,1
2021-2024,autismo_F840,S6261,S6261,solo_secundario,1
2021-2024,autismo_F840,S518,F501,solo_secundario,1
2021-2024,autismo_F840,T140,T140,solo_secundario,1
2021-2024,autismo_F840,S517,S517,principal,1
2021-2024,autismo_F840,T202,J121,solo_secundario,1
2021-2024,autismo_F840,S058,J122,solo_secundario,1
2021-2024,autismo_F840,S0600,S0600,solo_secundario,1
2021-2024,autismo_F840,S0600,S5200,solo_secundario,1
2021-2024,autismo_F840,S0640,S0640,solo_secundario,1
2021-2024,autismo_F840,S0650,S0650,solo_secundario,1
2021-2024,autismo_F840,S0650,Z518,solo_secundario,1
2021-2024,autismo_F840,S0660,S0660,solo_secundario,1
2021-2024,autismo_F840,S0690,G403,solo_secundario,1
2021-2024,autismo_F840,T202,L928,solo_secundario,1
2021-2024,autismo_F840,S098,S098,solo_secundario,1
2021-2024,autismo_F840,S152,C910,solo_secundario,1
2021-2024,autismo_F840,S199,S199,solo_secundario,1
2021-2024,autismo_F840,S301,N47,solo_secundario,1
2021-2024,autismo_F840,S311,S311,solo_secundario,1
2021-2024,autismo_F840,T143,T143,solo_secundario,1
2021-2024,autismo_F840,S3200,R458,principal,1
2021-2024,autismo_F840,S3240,S3240,solo_secundario,1
2021-2024,autismo_F840,S3700,S3700,solo_secundario,1
2021-2024,autismo_F840,S410,S410,solo_secundario,1
2021-2024,autismo_F840,T185,T391,solo_secundario,1
2021-2024,autismo_F840,S411,T432,solo_secundario,1
2021-2024,autismo_F840,S4200,S4200,solo_secundario,1
2021-2024,autismo_F840,S4220,S4220,solo_secundario,1
2021-2024,autismo_F840,S4230,M8664,solo_secundario,1
2021-2024,autismo_F840,S4240,A86,solo_secundario,1
2021-2024,autismo_F840,S4240,G409,solo_secundario,1
2021-2024,autismo_F840,T173,T173,solo_secundario,1
2021-2024,autismo_F840,S509,F322,solo_secundario,1
2021-2024,autismo_F840,T424,S5250,solo_secundario,1
2021-2024,autismo_F840,R11,L511,solo_secundario,1
2021-2024,autismo_F840,R11,F431,solo_secundario,1
2021-2024,autismo_F840,Q548,Q548,solo_secundario,1
2021-2024,autismo_F840,Q438,Q438,solo_secundario,1
2021-2024,autismo_F840,Q438,T828,solo_secundario,1
2021-2024,autismo_F840,Q442,Q442,solo_secundario,1
2021-2024,autismo_F840,Q447,Q447,solo_secundario,1
2021-2024,autismo_F840,Q529,J128,solo_secundario,1
2021-2024,autismo_F840,Q531,D444,solo_secundario,1
2021-2024,autismo_F840,T454,T454,solo_secundario,1
2021-2024,autismo_F840,Q531,G408,solo_secundario,1
2021-2024,autismo_F840,Q531,J121,solo_secundario,1
2021-2024,autismo_F840,Q531,J128,solo_secundario,1
2021-2024,autismo_F840,T450,T450,solo_secundario,1
2021-2024,autismo_F840,Q532,J351,solo_secundario,1
2021-2024,autismo_F840,Q532,Q200,solo_secundario,1
2021-2024,autismo_F840,T439,T439,principal,1
2021-2024,autismo_F840,Q539,J039,solo_secundario,1
2021-2024,autismo_F840,Q539,J123,solo_secundario,1
2021-2024,autismo_F840,T438,K358,solo_secundario,1
2021-2024,autismo_F840,Q539,L892,solo_secundario,1
2021-2024,autismo_F840,Q539,N47,solo_secundario,1
2021-2024,autismo_F840,Q539,Q531,solo_secundario,1
2021-2024,autismo_F840,T435,F848,solo_secundario,1
2021-2024,autismo_F840,T435,F841,solo_secundario,1
2021-2024,autismo_F840,T435,F603,solo_secundario,1
2021-2024,autismo_F840,T435,F412,solo_secundario,1
2021-2024,autismo_F840,Q539,Q740,solo_secundario,1
2021-2024,autismo_F840,T435,F300,solo_secundario,1
2021-2024,autismo_F840,Q541,H500,solo_secundario,1
2021-2024,autismo_F840,Q542,Q542,solo_secundario,1
2021-2024,autismo_F840,Q542,T830,solo_secundario,1
2021-2024,autismo_F840,Q431,Q539,solo_secundario,1
2021-2024,autismo_F840,Q430,Q430,solo_secundario,1
2021-2024,autismo_F840,Q420,N359,solo_secundario,1
2021-2024,autismo_F840,T509,F603,solo_secundario,1
2021-2024,autismo_F840,Q251,S099,solo_secundario,1
2021-2024,autismo_F840,Q255,F809,solo_secundario,1
2021-2024,autismo_F840,Q270,Q270,solo_secundario,1
2021-2024,autismo_F840,Q273,Q273,solo_secundario,1
2021-2024,autismo_F840,Q278,Q278,solo_secundario,1
2021-2024,autismo_F840,Q280,Q273,solo_secundario,1
2021-2024,autismo_F840,Q311,Q311,solo_secundario,1
2021-2024,autismo_F840,Q315,H919,solo_secundario,1
2021-2024,autismo_F840,S678,S678,solo_secundario,1
2021-2024,autismo_F840,Q315,Q870,solo_secundario,1
2021-2024,autismo_F840,T509,H46,solo_secundario,1
2021-2024,autismo_F840,Q318,J100,solo_secundario,1
2021-2024,autismo_F840,Q330,Q324,solo_secundario,1
2021-2024,autismo_F840,Q338,J128,solo_secundario,1
2021-2024,autismo_F840,Q400,J121,solo_secundario,1
2021-2024,autismo_F840,Q355,D70,solo_secundario,1
2021-2024,autismo_F840,T495,T495,solo_secundario,1
2021-2024,autismo_F840,Q359,Q359,solo_secundario,1
2021-2024,autismo_F840,Q374,Q374,solo_secundario,1
2021-2024,autismo_F840,Q378,H440,solo_secundario,1
2021-2024,autismo_F840,Q379,Q375,solo_secundario,1
2021-2024,autismo_F840,T490,T490,solo_secundario,1
2021-2024,autismo_F840,T469,F122,solo_secundario,1
2021-2024,autismo_F840,T462,F321,solo_secundario,1
2021-2024,autismo_F840,Q382,Q382,solo_secundario,1
2021-2024,autismo_F840,Q388,U071,solo_secundario,1
2021-2024,autismo_F840,Q391,J120,solo_secundario,1
2021-2024,autismo_F840,Q391,Q390,solo_secundario,1
2021-2024,autismo_F840,Q543,Q543,solo_secundario,1
2021-2024,autismo_F840,T433,F841,solo_secundario,1
2021-2024,autismo_F840,T424,T435,solo_secundario,1
2021-2024,autismo_F840,Q549,Q643,solo_secundario,1
2021-2024,autismo_F840,Q743,Q743,solo_secundario,1
2021-2024,autismo_F840,Q750,T211,solo_secundario,1
2021-2024,autismo_F840,Q751,Q751,solo_secundario,1
2021-2024,autismo_F840,Q751,T842,solo_secundario,1
2021-2024,autismo_F840,T426,T509,solo_secundario,1
2021-2024,autismo_F840,Q753,J219,solo_secundario,1
2021-2024,autismo_F840,T426,T433,solo_secundario,1
2021-2024,autismo_F840,Q754,H919,solo_secundario,1
2021-2024,autismo_F840,Q760,M4145,solo_secundario,1
2021-2024,autismo_F840,Q760,Q760,solo_secundario,1
2021-2024,autismo_F840,Q761,Q761,solo_secundario,1
2021-2024,autismo_F840,Q763,Q763,solo_secundario,1
2021-2024,autismo_F840,M4155,M4155,solo_secundario,1
2021-2024,autismo_F840,T426,T426,principal,1
2021-2024,autismo_F840,Q784,Q784,solo_secundario,1
2021-2024,autismo_F840,Q790,Q790,solo_secundario,1
2021-2024,autismo_F840,Q793,Q793,solo_secundario,1
2021-2024,autismo_F840,Q850,Q850,solo_secundario,1
2021-2024,autismo_F840,Q851,F233,solo_secundario,1
2021-2024,autismo_F840,Q851,Q851,solo_secundario,1
2021-2024,autismo_F840,Q870,Q870,solo_secundario,1
2021-2024,autismo_F840,Q872,Q872,solo_secundario,1
2021-2024,autismo_F840,Q892,Q892,solo_secundario,1
2021-2024,autismo_F840,Q909,Q909,solo_secundario,1
2021-2024,autismo_F840,T426,R458,solo_secundario,1
2021-2024,autismo_F840,R068,G409,solo_secundario,1
2021-2024,autismo_F840,R068,R568,solo_secundario,1
2021-2024,autismo_F840,R100,R100,solo_secundario,1
2021-2024,autismo_F840,T426,F329,solo_secundario,1
2021-2024,autismo_F840,Q741,Q741,solo_secundario,1
2021-2024,autismo_F840,T426,Z134,solo_secundario,1
2021-2024,autismo_F840,Q704,Q704,solo_secundario,1
2021-2024,autismo_F840,Q658,Q658,solo_secundario,1
2021-2024,autismo_F840,T433,F323,solo_secundario,1
2021-2024,autismo_F840,Q556,Q556,solo_secundario,1
2021-2024,autismo_F840,Q603,Q603,solo_secundario,1
2021-2024,autismo_F840,Q622,Q622,solo_secundario,1
2021-2024,autismo_F840,Q625,Q625,solo_secundario,1
2021-2024,autismo_F840,Q642,N133,solo_secundario,1
2021-2024,autismo_F840,T432,S597,solo_secundario,1
2021-2024,autismo_F840,Q647,Q647,solo_secundario,1
2021-2024,autismo_F840,Q651,M8415,solo_secundario,1
2021-2024,autismo_F840,Q651,Q651,solo_secundario,1
2021-2024,autismo_F840,Q651,Z470,solo_secundario,1
2021-2024,autismo_F840,T432,S518,solo_secundario,1
2021-2024,autismo_F840,Q654,T842,solo_secundario,1
2021-2024,autismo_F840,T432,G409,solo_secundario,1
2021-2024,autismo_F840,T427,T393,solo_secundario,1
2021-2024,autismo_F840,Q660,Q660,solo_secundario,1
2021-2024,autismo_F840,Q660,Q760,solo_secundario,1
2021-2024,autismo_F840,T432,F603,solo_secundario,1
2021-2024,autismo_F840,Q668,A047,solo_secundario,1
2021-2024,autismo_F840,Q668,J204,solo_secundario,1
2021-2024,autismo_F840,T432,F431,solo_secundario,1
2021-2024,autismo_F840,T432,F39,solo_secundario,1
2021-2024,autismo_F840,Q675,Q675,solo_secundario,1
2021-2024,autismo_F840,Q677,Q677,solo_secundario,1
2021-2024,autismo_F840,Q690,Q690,solo_secundario,1
2021-2024,autismo_F840,T430,F603,solo_secundario,1
2021-2024,autismo_F840,Q691,Q691,solo_secundario,1
2021-2024,autismo_F840,Q699,Q692,solo_secundario,1
2021-2024,autismo_F840,M4185,M4185,solo_secundario,1
2021-2024,autismo_F840,K528,T232,solo_secundario,1
2021-2024,autismo_F840,M4145,M4145,solo_secundario,1
2021-2024,autismo_F840,F459,F459,solo_secundario,1
2021-2024,autismo_F840,F445,F445,solo_secundario,1
2021-2024,autismo_F840,F432,F603,solo_secundario,1
2021-2024,autismo_F840,F432,F432,principal,1
2021-2024,autismo_F840,F432,F412,solo_secundario,1
2021-2024,autismo_F840,F431,F431,principal,1
2021-2024,autismo_F840,F431,F328,solo_secundario,1
2021-2024,autismo_F840,F419,F412,solo_secundario,1
2021-2024,autismo_F840,F418,F431,solo_secundario,1
2021-2024,autismo_F840,F418,F418,solo_secundario,1
2021-2024,autismo_F840,F412,S519,solo_secundario,1
2021-2024,autismo_F840,F412,F919,solo_secundario,1
2021-2024,autismo_F840,F412,F603,solo_secundario,1
2021-2024,autismo_F840,F411,F431,solo_secundario,1
2021-2024,autismo_F840,F411,F329,solo_secundario,1
2021-2024,autismo_F840,F39,F329,solo_secundario,1
2021-2024,autismo_F840,F448,F448,solo_secundario,1
2021-2024,autismo_F840,F500,F322,solo_secundario,1
2021-2024,autismo_F840,F341,F603,solo_secundario,1
2021-2024,autismo_F840,F501,F501,solo_secundario,1
2021-2024,autismo_F840,F605,F319,solo_secundario,1
2021-2024,autismo_F840,F603,S119,solo_secundario,1
2021-2024,autismo_F840,F603,F602,solo_secundario,1
2021-2024,autismo_F840,F603,F432,solo_secundario,1
2021-2024,autismo_F840,F603,F314,solo_secundario,1
2021-2024,autismo_F840,F603,F192,solo_secundario,1
2021-2024,autismo_F840,F603,F191,solo_secundario,1
2021-2024,autismo_F840,F601,F601,solo_secundario,1
2021-2024,autismo_F840,F514,F514,solo_secundario,1
2021-2024,autismo_F840,F509,F609,solo_secundario,1
2021-2024,autismo_F840,F509,F328,solo_secundario,1
2021-2024,autismo_F840,F508,F39,solo_secundario,1
2021-2024,autismo_F840,F508,F322,solo_secundario,1
2021-2024,autismo_F840,F505,F508,solo_secundario,1
2021-2024,autismo_F840,F501,S517,solo_secundario,1
2021-2024,autismo_F840,F380,F380,solo_secundario,1
2021-2024,autismo_F840,F333,F333,solo_secundario,1
2021-2024,autismo_F840,M4140,M4140,solo_secundario,1
2021-2024,autismo_F840,F328,F322,solo_secundario,1
2021-2024,autismo_F840,F323,T435,solo_secundario,1
2021-2024,autismo_F840,F323,F609,solo_secundario,1
2021-2024,autismo_F840,F323,F603,principal,1
2021-2024,autismo_F840,F323,F333,solo_secundario,1
2021-2024,autismo_F840,F323,F323,principal,1
2021-2024,autismo_F840,F323,F319,solo_secundario,1
2021-2024,autismo_F840,F322,R458,solo_secundario,1
2021-2024,autismo_F840,F322,K222,solo_secundario,1
2021-2024,autismo_F840,F322,F431,solo_secundario,1
2021-2024,autismo_F840,F322,F412,solo_secundario,1
2021-2024,autismo_F840,F322,F329,solo_secundario,1
2021-2024,autismo_F840,F322,F323,solo_secundario,1
2021-2024,autismo_F840,F321,F941,solo_secundario,1
2021-2024,autismo_F840,F321,F322,solo_secundario,1
2021-2024,autismo_F840,F319,F319,principal,1
2021-2024,autismo_F840,F328,F321,solo_secundario,1
2021-2024,autismo_F840,F328,F328,solo_secundario,1
2021-2024,autismo_F840,F329,T432,solo_secundario,1
2021-2024,autismo_F840,F328,F609,solo_secundario,1
2021-2024,autismo_F840,F329,T391,solo_secundario,1
2021-2024,autismo_F840,F329,S517,solo_secundario,1
2021-2024,autismo_F840,F329,R458,solo_secundario,1
2021-2024,autismo_F840,F329,F982,solo_secundario,1
2021-2024,autismo_F840,F329,F89,solo_secundario,1
2021-2024,autismo_F840,F329,F841,solo_secundario,1
2021-2024,autismo_F840,F329,F609,solo_secundario,1
2021-2024,autismo_F840,F329,F608,solo_secundario,1
2021-2024,autismo_F840,F329,F603,solo_secundario,1
2021-2024,autismo_F840,F329,F39,solo_secundario,1
2021-2024,autismo_F840,F329,F330,solo_secundario,1
2021-2024,autismo_F840,F329,F322,solo_secundario,1
2021-2024,autismo_F840,F329,F29,solo_secundario,1
2021-2024,autismo_F840,F328,T71,solo_secundario,1
2021-2024,autismo_F840,F328,S518,solo_secundario,1
2021-2024,autismo_F840,F606,F606,solo_secundario,1
2021-2024,autismo_F840,F607,F607,solo_secundario,1
2021-2024,autismo_F840,F608,F323,solo_secundario,1
2021-2024,autismo_F840,G128,G128,solo_secundario,1
2021-2024,autismo_F840,G049,G049,solo_secundario,1
2021-2024,autismo_F840,G048,F29,solo_secundario,1
2021-2024,autismo_F840,F988,F900,principal,1
2021-2024,autismo_F840,F988,F603,solo_secundario,1
2021-2024,autismo_F840,F982,F982,solo_secundario,1
2021-2024,autismo_F840,F982,F982,principal,1
2021-2024,autismo_F840,F959,F638,solo_secundario,1
2021-2024,autismo_F840,F952,F952,solo_secundario,1
2021-2024,autismo_F840,F949,F949,solo_secundario,1
2021-2024,autismo_F840,F939,F939,solo_secundario,1
2021-2024,autismo_F840,F938,S411,solo_secundario,1
2021-2024,autismo_F840,F932,K358,solo_secundario,1
2021-2024,autismo_F840,F920,F920,solo_secundario,1
2021-2024,autismo_F840,F918,F918,principal,1
2021-2024,autismo_F840,F913,T71,solo_secundario,1
2021-2024,autismo_F840,G118,G118,solo_secundario,1
2021-2024,autismo_F840,G243,G243,solo_secundario,1
2021-2024,autismo_F840,F608,F603,solo_secundario,1
2021-2024,autismo_F840,G248,G248,principal,1
2021-2024,autismo_F840,G404,J123,solo_secundario,1
2021-2024,autismo_F840,G404,J121,solo_secundario,1
2021-2024,autismo_F840,G404,D430,solo_secundario,1
2021-2024,autismo_F840,G403,J00,solo_secundario,1
2021-2024,autismo_F840,G403,G404,principal,1
2021-2024,autismo_F840,G403,F799,solo_secundario,1
2021-2024,autismo_F840,G402,Z470,solo_secundario,1
2021-2024,autismo_F840,G402,G409,solo_secundario,1
2021-2024,autismo_F840,G401,Z518,solo_secundario,1
2021-2024,autismo_F840,G401,G419,solo_secundario,1
2021-2024,autismo_F840,G258,G258,solo_secundario,1
2021-2024,autismo_F840,G255,G255,solo_secundario,1
2021-2024,autismo_F840,G249,S0690,solo_secundario,1
2021-2024,autismo_F840,G249,G249,solo_secundario,1
2021-2024,autismo_F840,G248,N47,solo_secundario,1
2021-2024,autismo_F840,F913,I675,solo_secundario,1
2021-2024,autismo_F840,F913,F919,solo_secundario,1
2021-2024,autismo_F840,F913,F913,principal,1
2021-2024,autismo_F840,F913,F191,solo_secundario,1
2021-2024,autismo_F840,F718,F711,solo_secundario,1
2021-2024,autismo_F840,F711,F711,solo_secundario,1
2021-2024,autismo_F840,F711,F431,solo_secundario,1
2021-2024,autismo_F840,F701,F701,solo_secundario,1
2021-2024,autismo_F840,F69,F69,solo_secundario,1
2021-2024,autismo_F840,F648,S518,solo_secundario,1
2021-2024,autismo_F840,F648,F648,solo_secundario,1
2021-2024,autismo_F840,F640,F640,solo_secundario,1
2021-2024,autismo_F840,F639,F639,solo_secundario,1
2021-2024,autismo_F840,F638,F638,principal,1
2021-2024,autismo_F840,F638,F39,solo_secundario,1
2021-2024,autismo_F840,F609,T435,solo_secundario,1
2021-2024,autismo_F840,F609,T433,solo_secundario,1
2021-2024,autismo_F840,F609,N132,solo_secundario,1
2021-2024,autismo_F840,F609,F609,principal,1
2021-2024,autismo_F840,F719,F719,solo_secundario,1
2021-2024,autismo_F840,F719,F83,solo_secundario,1
2021-2024,autismo_F840,F791,E668,solo_secundario,1
2021-2024,autismo_F840,F848,F848,solo_secundario,1
2021-2024,autismo_F840,F901,F901,solo_secundario,1
2021-2024,autismo_F840,F900,F919,solo_secundario,1
2021-2024,autismo_F840,F900,F900,principal,1
2021-2024,autismo_F840,F89,F89,solo_secundario,1
2021-2024,autismo_F840,F849,S4240,solo_secundario,1
2021-2024,autismo_F840,F848,R457,solo_secundario,1
2021-2024,autismo_F840,F848,F844,solo_secundario,1
2021-2024,autismo_F840,F798,F798,solo_secundario,1
2021-2024,autismo_F840,F845,S8280,solo_secundario,1
2021-2024,autismo_F840,F845,F845,principal,1
2021-2024,autismo_F840,F845,F841,principal,1
2021-2024,autismo_F840,F841,J353,solo_secundario,1
