Source,Role,Provider,File,Size (MB),SHA-256 (first 12),Download/version date,Observation unit,Period,Stock / flow,Definition breaks,Linkage restrictions,Use rule,SHA-256 matches manifest
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 5TO BASICO 2020.pdf,0.10,85d15568b675,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2020,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA PARVULARIA 2020.pdf,0.11,3aebf9facf2d,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2020,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 1º BÁSICO 2021 22012021.pdf,0.25,08e5dd8d549d,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2021,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 1º MEDIO 2021 22012021.pdf,0.22,b5e06f8e1c83,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2021,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 5º BÁSICO 2021 22012021.pdf,0.23,be8b7bf07cb5,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2021,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA PARVULARIA 2021 27012021.pdf,0.25,b60ef3eddb85,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2021,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 1RO BASICO 2022.pdf,0.09,8a58da4ad35d,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2022,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 1RO MEDIO 2022.pdf,0.09,a6d66f26e43a,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2022,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 5TO BASICO 2022.pdf,0.09,dc14880ad515,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2022,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA PARVULARIA 2022.pdf,0.09,2c1c0ffa0097,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2022,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 1º BÁSICO 2023.pdf,0.37,bc1e4ce33bfe,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2023,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 1º MEDIO 2023.pdf,0.36,dfe1414efbd6,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2023,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 5º BÁSICO 2023.pdf,0.37,04433f1ef3dd,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2023,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA PARVULARIA 2023.pdf,0.39,ef916facd561,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2023,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 1º BÁSICO 2024.pdf,0.32,1c71f8244df8,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2024,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 1º MEDIO 2024.pdf,0.40,0042f5b8669b,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2024,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA 5º BÁSICO 2024.pdf,0.32,8198e30438af,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2024,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),ENCUESTA PARVULARIA 2024.pdf,0.41,79f8a1926de1,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2024,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),2025_EVE 1 básico 2025.pdf,0.28,db37b7d837f8,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2025,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),2025_EVE 1 medio 2025.pdf,0.29,937d524615c2,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2025,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),2025_EVE 5 básico 2025.pdf,0.29,98a507888033,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2025,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),2025_EVE parvularia 2025.pdf,0.28,cff6673136ca,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2025,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),diccionario 1 básico 2019.xlsx,0.03,0a1faf4a375d,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2019,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),diccionario 1 medio 2019.xlsx,0.03,10fd5c282d73,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2019,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),diccionario 5 básico 2019.xlsx,0.03,b10356d498ce,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2019,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),diccionario parvularia 2019.xlsx,0.03,83e881042792,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2019,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),diccionario EVE 2021 parvularia.xlsx,0.04,60e60fdd12d1,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2021,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),diccionario EVE 2021 primero basico.xlsx,0.04,27e63aec384b,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2021,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),diccionario EVE 2021 primero medio.xlsx,0.04,674ada8e4754,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2021,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),diccionario EVE 2021 quinto basico.xlsx,0.04,7177344e03c6,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2021,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),códigos eve 2024 1 básico.xlsx,0.03,8a38c83215c8,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2024,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),códigos eve 2024 1 medio.xlsx,0.03,6336001998ec,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2024,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),códigos eve 2024 5 básico.xlsx,0.03,bf2c77709c7b,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2024,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),códigos eve 2024 parvularia.xlsx,0.03,4d5cf5da3042,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2024,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),códigos 1 básico 2025.xlsx,0.07,03fee9996d24,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2025,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),códigos 1 medio 2025.xlsx,0.07,09ac5df6f317,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2025,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),códigos 5 básico 2025.xlsx,0.07,be5210fefb6f,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2025,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
junaeb_eve_metadata,documentation,Junta Nacional de Auxilio Escolar y Becas (JUNAEB),códigos parvularia 2025.xlsx,0.07,78bba7a32b3c,2026-09-04 (download_manifest.csv downloaded_at_utc),EVE questionnaire (PDF) or code dictionary (xlsx) per level and year,2025,not applicable (documentation),"Questionnaires exist for 2019–2025; dictionaries only for 2019, 2021, 2024 and 2025",not applicable,Cite the exact annual wording before using any EVE variable,Yes
sae_poverty_2024,data,Ministerio de Desarrollo Social y Familia,SAE_ingresos_2024.xlsx,0.06,44b0f2a534ca,2026-09-04 (download_manifest.csv downloaded_at_utc),Small-area estimate (SAE) of income and multidimensional poverty per comuna with confidence interval,2024,stock (2024 estimate),Estimation uncertainty; 2024 only,Ecological covariate; ecological fallacy,Prespecified territorial deprivation covariate with its uncertainty; no ecological searches with many covariates,Yes
sae_poverty_2024,data,Ministerio de Desarrollo Social y Familia,SAE_multidimensional_2024.xlsx,0.06,5f5fc8bc7a23,2026-09-04 (download_manifest.csv downloaded_at_utc),Small-area estimate (SAE) of income and multidimensional poverty per comuna with confidence interval,2024,stock (2024 estimate),Estimation uncertainty; 2024 only,Ecological covariate; ecological fallacy,Prespecified territorial deprivation covariate with its uncertainty; no ecological searches with many covariates,Yes
sae_poverty_2024,documentation,Ministerio de Desarrollo Social y Familia,metodologia_estimaciones_SAE_2024.pdf,0.89,bc45420bb02c,2026-09-04 (download_manifest.csv downloaded_at_utc),Small-area estimate (SAE) of income and multidimensional poverty per comuna with confidence interval,2024,stock (2024 estimate),Estimation uncertainty; 2024 only,Ecological covariate; ecological fallacy,Prespecified territorial deprivation covariate with its uncertainty; no ecological searches with many covariates,Yes
repo_population_parquet,data,Repository derivative of INE base-2017 projections,censo_proyecciones_ano_edad_genero.parquet,2.99,394f9bd806bf,2025-12-15 (file mtime; not dated in any manifest),"Long-format population cell: cut_comuna x edad x género x año (1,905,768 rows)",2002–2035,stock,Derived file: must be verified against Poblacion/INE/proyecciones_comuna_edad_sexo_2002_2035_base_2017.csv before use,Territorial,Use only after reconciliation with the INE source file; git-ignored local file (date = mtime),not listed in any manifest
repo_shapes,data,Repository cartography (INE/BCN comuna and region polygons),comunas.shp,63.99,22422225a10a,2019-06-14 (file mtime; not dated in any manifest),"Polygon feature: comuna (346 features) or region (17 features), EPSG:3857; shapefile components (.shp geometry, .dbf attributes, .shx index, .prj CRS, .cpg encoding)",current layer,not applicable,Vintage of the layer must be confirmed against the comuna crosswalk (346 comunas),Join by code only; no fuzzy name matching,Maps in supplement only; join by cod_comuna after crosswalk; git-ignored local files (date = mtime),not listed in any manifest
repo_shapes,data,Repository cartography (INE/BCN comuna and region polygons),comunas.dbf,0.09,b824996cd1d2,2019-06-14 (file mtime; not dated in any manifest),"Polygon feature: comuna (346 features) or region (17 features), EPSG:3857; shapefile components (.shp geometry, .dbf attributes, .shx index, .prj CRS, .cpg encoding)",current layer,not applicable,Vintage of the layer must be confirmed against the comuna crosswalk (346 comunas),Join by code only; no fuzzy name matching,Maps in supplement only; join by cod_comuna after crosswalk; git-ignored local files (date = mtime),not listed in any manifest
repo_shapes,data,Repository cartography (INE/BCN comuna and region polygons),comunas.shx,0.00,497f6ed2f0ac,2019-06-14 (file mtime; not dated in any manifest),"Polygon feature: comuna (346 features) or region (17 features), EPSG:3857; shapefile components (.shp geometry, .dbf attributes, .shx index, .prj CRS, .cpg encoding)",current layer,not applicable,Vintage of the layer must be confirmed against the comuna crosswalk (346 comunas),Join by code only; no fuzzy name matching,Maps in supplement only; join by cod_comuna after crosswalk; git-ignored local files (date = mtime),not listed in any manifest
repo_shapes,data,Repository cartography (INE/BCN comuna and region polygons),comunas.prj,0.00,f2e7fb14d55b,2019-05-14 (file mtime; not dated in any manifest),"Polygon feature: comuna (346 features) or region (17 features), EPSG:3857; shapefile components (.shp geometry, .dbf attributes, .shx index, .prj CRS, .cpg encoding)",current layer,not applicable,Vintage of the layer must be confirmed against the comuna crosswalk (346 comunas),Join by code only; no fuzzy name matching,Maps in supplement only; join by cod_comuna after crosswalk; git-ignored local files (date = mtime),not listed in any manifest
repo_shapes,data,Repository cartography (INE/BCN comuna and region polygons),comunas.CPG,0.00,3ad3031f5503,2019-06-14 (file mtime; not dated in any manifest),"Polygon feature: comuna (346 features) or region (17 features), EPSG:3857; shapefile components (.shp geometry, .dbf attributes, .shx index, .prj CRS, .cpg encoding)",current layer,not applicable,Vintage of the layer must be confirmed against the comuna crosswalk (346 comunas),Join by code only; no fuzzy name matching,Maps in supplement only; join by cod_comuna after crosswalk; git-ignored local files (date = mtime),not listed in any manifest
repo_shapes,data,Repository cartography (INE/BCN comuna and region polygons),Regional.shp,53.75,09660da949e7,2025-12-29 (file mtime; not dated in any manifest),"Polygon feature: comuna (346 features) or region (17 features), EPSG:3857; shapefile components (.shp geometry, .dbf attributes, .shx index, .prj CRS, .cpg encoding)",current layer,not applicable,Vintage of the layer must be confirmed against the comuna crosswalk (346 comunas),Join by code only; no fuzzy name matching,Maps in supplement only; join by cod_comuna after crosswalk; git-ignored local files (date = mtime),not listed in any manifest
repo_shapes,data,Repository cartography (INE/BCN comuna and region polygons),Regional.dbf,0.00,0c6b1f0187f5,2025-12-29 (file mtime; not dated in any manifest),"Polygon feature: comuna (346 features) or region (17 features), EPSG:3857; shapefile components (.shp geometry, .dbf attributes, .shx index, .prj CRS, .cpg encoding)",current layer,not applicable,Vintage of the layer must be confirmed against the comuna crosswalk (346 comunas),Join by code only; no fuzzy name matching,Maps in supplement only; join by cod_comuna after crosswalk; git-ignored local files (date = mtime),not listed in any manifest
repo_shapes,data,Repository cartography (INE/BCN comuna and region polygons),Regional.shx,0.00,231ab19f9522,2025-12-29 (file mtime; not dated in any manifest),"Polygon feature: comuna (346 features) or region (17 features), EPSG:3857; shapefile components (.shp geometry, .dbf attributes, .shx index, .prj CRS, .cpg encoding)",current layer,not applicable,Vintage of the layer must be confirmed against the comuna crosswalk (346 comunas),Join by code only; no fuzzy name matching,Maps in supplement only; join by cod_comuna after crosswalk; git-ignored local files (date = mtime),not listed in any manifest
repo_shapes,data,Repository cartography (INE/BCN comuna and region polygons),Regional.prj,0.00,f2e7fb14d55b,2025-12-29 (file mtime; not dated in any manifest),"Polygon feature: comuna (346 features) or region (17 features), EPSG:3857; shapefile components (.shp geometry, .dbf attributes, .shx index, .prj CRS, .cpg encoding)",current layer,not applicable,Vintage of the layer must be confirmed against the comuna crosswalk (346 comunas),Join by code only; no fuzzy name matching,Maps in supplement only; join by cod_comuna after crosswalk; git-ignored local files (date = mtime),not listed in any manifest
repo_shapes,data,Repository cartography (INE/BCN comuna and region polygons),Regional.CPG,0.00,3ad3031f5503,2025-12-29 (file mtime; not dated in any manifest),"Polygon feature: comuna (346 features) or region (17 features), EPSG:3857; shapefile components (.shp geometry, .dbf attributes, .shx index, .prj CRS, .cpg encoding)",current layer,not applicable,Vintage of the layer must be confirmed against the comuna crosswalk (346 comunas),Join by code only; no fuzzy name matching,Maps in supplement only; join by cod_comuna after crosswalk; git-ignored local files (date = mtime),not listed in any manifest
rem_pathway_codes,code map,"Repository (scripts/downloads/rem_pathway_codes.csv, verified against annual REM dictionaries)",rem_pathway_codes.csv,0.01,829b203b43fe,2026-09-04 (file mtime; not dated in any manifest),Code map row: module x year range x code x domain x unit x aggregation rule x comparability warning (57 rows),2019–2025,not applicable,Encodes the A03/A05/A27/A28/P2/P6 definition breaks listed in DATA_REVIEW.md,not applicable,Initial map; each code must be re-confirmed against the annual dictionary in every run,not listed in any manifest
